Time,enc_1,enc_2,Robx,Roby,PlayerX,PlayerY,CirclePosX,CirclePosY,circleRadius,TargetPos1,TargetPos2,targetRadii,CurrentStat
2024-07-05 15:12:40.058,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.066,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.075,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.083,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.092,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.101,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.109,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.118,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.126,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.135,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.141,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.151,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.158,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.167,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.175,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.183,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.190,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.199,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.207,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.216,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.226,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.233,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.242,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.249,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.259,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.266,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.275,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.283,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.295,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.302,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.311,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.318,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.326,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.335,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.343,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.352,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.358,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.367,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.375,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.382,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.391,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.400,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.408,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.416,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.424,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.432,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.441,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.450,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.459,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.466,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.475,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.482,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.492,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.500,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
2024-07-05 15:12:40.512,0,0,0,-4.368,,-1.33926;,3.94088;,-1.28269;,0.3;,,,,0
